from,to,label,strength,trust,sensitivity,specificity,statement,quote,source,question,domain,attribution,full.quote,combo.type,definition.type,package,packageNote,fun
6,69,NA,NA,NA,NA,NA,163,"Due to increase in income, now I can spend more on the household purpose.  Earlier we even had to control money for eating food and wearing good clothes, but now on this issue we are not facing any problem. [For driver see answer to E4: Now remittance is another source of money.].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,109,NA,NA,NA,NA,NA,163,"Along increasingly expenses on children is increasing in every sector like education, food, entertainment sector and so on.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,84,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,132,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,84,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,167,At the time of  marriage I had suffered a lot in this house. I had to work hard and I didnt have any money. Now I work in the field from where I earn some money. Now I am clearing the loan. I am free to do what ever I like so I am happy now a days. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too.[For driver see answer to E4: Now remittance is another source of money.].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too.[For driver see answer to E4: Now remittance is another source of money.].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too.[For driver see answer to E4: Now remittance is another source of money.].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,67,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,84,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,84,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,175,"Yes, we have some saving nowadays. [For driver see answer to E4: From the means of remittance.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,175,My brother have purchased a motorbike. [For driver see answer to E4: From the means of remittance.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,110,NA,NA,NA,NA,NA,175,"At the same time, we spend a lot of money for operation and while brother has gone abroad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,73,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,177,All of the family members are busy in their own work. These days we have some saving too. We are earning money through which we are providing a good education to the children. So everything is going well. [For driver see answer to E4: From the means of remittance.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,177,All of the family members are busy in their own work. These days we have some saving too. We are earning money through which we are providing a good education to the children. So everything is going well. [For driver see answer to E4: From the means of remittance.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,101,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,101,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,105,NA,NA,NA,NA,NA,180,"Now farming is being difficult because of high labour cost, low production and change in seasonal climatic abruptions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,105,NA,NA,NA,NA,NA,180,"Now farming is being difficult because of high labour cost, low production and change in seasonal climatic abruptions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,130,NA,NA,NA,NA,NA,181,As cost for rearing pig is high so we do not raise it to let pigs become mature. Thus income is determined by the number of piglets born at a time.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,101,NA,NA,NA,NA,NA,182,Husband has gone abroad but now he has returned back due to death of father in law.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,182,Apart from that my husband sometime goes for labour work as well.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,101,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,113,NA,NA,NA,NA,NA,184,Father - in - laws death ritual ceremony cost a lot of money. In Rai culture we have to perform a lot of rituals to perform death rites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,132,NA,NA,NA,NA,NA,184,At the time when husband left for abroad we had to spend a lots of money to send him for work in processing charge.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,101,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,113,NA,NA,NA,NA,NA,186,We had borrowed loan for father in laws death rituals.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,133,NA,NA,NA,NA,NA,186,We had borrowed loan for father in laws death rituals. At the same time we already debts while my husband has gone abroad. When the father in law was active he even sold a piece of land. So in fact instead of adding property we have lost in the last five years.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,118,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,101,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,118,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,113,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,122,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,85,NA,NA,NA,NA,NA,190,Avocado has been a new experience of farming for us. Once while we had visited Kathmandu there we saw the avocado plant.  Later agriculture cooperative provided us with its plant.  We are interested in it due to  its market value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,135,NA,NA,NA,NA,NA,191,Now we are farming avocado so it has been 4 years but this year only it have started giving fruits.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,117,NA,NA,NA,NA,NA,192,"The harvest that we cultivate for self-consumption, we do not use any fertilizer so we have low production.  Due to low production, we have to purchase a lot of food items including grain.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,117,NA,NA,NA,NA,NA,192,"In the meantime, due to plantation of tree at the boundary of the field and the shade of the tree, the production is further low.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73,NA,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,73,NA,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,73,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,91,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,88,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,88,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,104,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,100,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,104,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,100,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,122,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,122,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,100,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,110,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,110,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,115,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,100,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,112,NA,NA,NA,NA,NA,206,Now father in law is suffering from illness time and again due to old age.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,77,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,105,NA,NA,NA,NA,NA,208,"Due to a change in the seasonal pattern  especially climatic abruptions, production rate is comparatively low. Earlier except rice, we used to produce all the goods needed for us. But nowadays we purchase various goods from the market too.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,136,NA,NA,NA,NA,NA,208,We also don�t have enough water supply for own self so there is always lack of water for our crops as well. This is an issue that has adversely affected our production.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,66,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,210,My husband is present ward chairperson. Thus his salary and allowance is the main source of income these days.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,211,The only change is that my husband is political representative of the village.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,84,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,214,I have saved some money in various womens group and even in a bank. But we don�t have purchased any assets. My husband is planning to do investment in other sector rather than agriculture. [For driver see answer to E1: My husband is present ward chairperson. Thus his salary and allowance is the main source of income these days.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,84,NA,NA,NA,NA,NA,215,Earlier my husband was taking interest in selling things but after he being elected as ward chair all household related decision is taken by me.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,73,NA,NA,NA,NA,NA,216,The most important thing is now I  am healthy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,217,We all are living happily. We share with each other. We have a feeling of togetherness in the community. We have some saving we don�t have any problem. [For driver see answer to E1: My husband is present ward chairperson. Thus his salary and allowance is the main source of income these days.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,105,NA,NA,NA,NA,NA,218,"Now we are farming lemon, maize and tomato. But maize is destroyed by monkey and deer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,85,NA,NA,NA,NA,NA,218,"From tomato, we are not getting satisfactory price so we started farming lemon instead of tomato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,105,NA,NA,NA,NA,NA,219,As our crops often are destroyed by monkey and deer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,106,NA,NA,NA,NA,NA,219,also this year we had great loss on tomato. We sold tomato low price. There was loss in this.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,105,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,130,NA,NA,NA,NA,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,131,NA,NA,NA,NA,NA,222,What we serve them is the waste food from our home which is the main reason that they don�t get weight so now we have left farming pigs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,225,Income has increased due to remittance money and labour work. Compared to five years ago earning  of the household has increased.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,225,Income has increased due to remittance money and labour work. Compared to five years ago earning  of the household has increased.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,225,Now we are focusing on products that has a market and this thinking was not there five years ago.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,226,"We have to buy most of the thing in household. We have to spend on education, foods, TV channels, phone charge and so on. [For driver see E4: Income has increased due to remittance money and labour work.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,226,"We have to buy most of the thing in household. We have to spend on education, foods, TV channels, phone charge and so on. [For driver see E4: Income has increased due to remittance money and labour work.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,227,Altogether we have a good family earning. All family member give money to me and I spend on what we need to. [For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,227,Altogether we have a good family earning. All family member give money to me and I spend on what we need to. [For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,228,We have saved some money in the bank though We havent purchased any assets.[For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,228,We have saved some money in the bank though We havent purchased any assets.[For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,229,"Now, husband earns from labour work. We are getting remittance money also.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,229,"Now, husband earns from labour work. We are getting remittance money also.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,77,NA,NA,NA,NA,NA,229,Now from lemon farming we are getting some good amount of money.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,73,NA,NA,NA,NA,NA,229,Beside that health condition of all of us is good.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,73,NA,NA,NA,NA,NA,229,"We all respect each other. I see all the family member happy, personally, I am also happy. No complains.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,73,NA,NA,NA,NA,NA,230,"
Everybody is doing their part of work. We take a decision on sharing basis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,68,NA,NA,NA,NA,NA,230,"We have some saving too. So we can afford our children a quality education. This is something that is adding to our confidence. This is the real change in the last five years. [For driver see answer to H2: Now, husband earns from labour work. We are getting remittance money also.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,230,"We have some saving too. So we can afford our children a quality education. This is something that is adding to our confidence. This is the real change in the last five years. [For driver see answer to H2: Now, husband earns from labour work. We are getting remittance money also.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,112,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,105,NA,NA,NA,NA,NA,233,Now maize is damaged by monkey.  lentil is destroyed by deer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,106,NA,NA,NA,NA,NA,233,"And also due to the market problem, we are not getting any profit and this year we had to bear loss on our investment as we had to sell tomato on so low price that we even didn�t get our investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,106,NA,NA,NA,NA,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,130,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,NA,NA,NA,NA,NA,236,My son has gone abroad so he sends remittance.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,130,NA,NA,NA,NA,NA,236,Piglet also sold on low price as we have only local breed which is most common in the village so we don�t get paid more.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,101,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,101,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,130,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,65,NA,NA,NA,NA,NA,5,"We have to buy everything for survival may be these days we can spend money on good clothing and meat products. But otherwise I do not think much has changed so not sure. [For driver see answer to E1: We, all family member go to labour work. Especially we go to work in construction site.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,6,"Beside that we used to farm vegetables, wheat and paddy for own consumption but now we have left agriculture because husband and son go for the labour work, one son is in abroad and one son and daughter in law is busy on their shop so we now have left agriculture because of less man power...[see answer to C5: As we have left agriculture there is no production these days.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,6,"Beside that we used to farm vegetables, wheat and paddy for own consumption but now we have left agriculture because husband and son go for the labour work, one son is in abroad and one son and daughter in law is busy on their shop so we now have left agriculture because of less man power...[see answer to C5: As we have left agriculture there is no production these days.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,8,See answer to C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,67,NA,NA,NA,NA,NA,9,We give pig dietary food and also waste food of our house with vitamins for weight gain [see answer to D3 and D5],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,130,NA,NA,NA,NA,NA,9,we have lack of man power to look after pigs we have reduced the number of pigs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,10,My husband goes to labour work...and other son also works as a labour. We stop agriculture because of lack of manpower. Previously we did farming on sharecropping basis but this work is changed. Now we are involved in other income generating work.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,10,One son has gone to abroad...We stop agriculture because of lack of manpower. Previously we did farming on sharecropping basis but this work is changed. Now we are involved in other income generating work.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,10,Daughter in law and son has got a shop ...We stop agriculture because of lack of manpower. Previously we did farming on sharecropping basis but this work is changed. Now we are involved in other income generating work.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,70,NA,NA,NA,NA,NA,14,"From my elder sons earning we have built a house. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,70,NA,NA,NA,NA,NA,14,"From my elder sons earning we have built a house. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,70,NA,NA,NA,NA,NA,14,"From my elder sons earning we have built a house. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,72,NA,NA,NA,NA,NA,15,"I am experiencing the same situation. May be it will get better after we have some saving once all my kids are out from the college after studying and start working. All our son is getting educated so that is good for me and family. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,72,NA,NA,NA,NA,NA,15,"I am experiencing the same situation. May be it will get better after we have some saving once all my kids are out from the college after studying and start working. All our son is getting educated so that is good for me and family. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,72,NA,NA,NA,NA,NA,15,"I am experiencing the same situation. May be it will get better after we have some saving once all my kids are out from the college after studying and start working. All our son is getting educated so that is good for me and family. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,70,NA,NA,NA,NA,NA,16,"Our situation is slightly changed as we have got a modern house. Good earning but not saving enough to choose and do what ever we like to have. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,70,NA,NA,NA,NA,NA,16,"Our situation is slightly changed as we have got a modern house. Good earning but not saving enough to choose and do what ever we like to have. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,70,NA,NA,NA,NA,NA,16,"Our situation is slightly changed as we have got a modern house. Good earning but not saving enough to choose and do what ever we like to have. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,18,"We produce rice, wheat, vegetable for self. Now a days production has been increased due to irrigation facility, hybrid seeds and use of fertilizer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,18,"We produce rice, wheat, vegetable for self. Now a days production has been increased due to irrigation facility, hybrid seeds and use of fertilizer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,18,"We produce rice, wheat, vegetable for self. Now a days production has been increased due to irrigation facility, hybrid seeds and use of fertilizer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,19,"We use fertilizer, hybrid seeds, and irrigation facility is good thus production level is increased.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,19,"We use fertilizer, hybrid seeds, and irrigation facility is good thus production level is increased.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,19,"We use fertilizer, hybrid seeds, and irrigation facility is good thus production level is increased.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,19,"We use fertilizer, hybrid seeds, and irrigation facility is good thus production level is increased.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,78,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,130,NA,NA,NA,NA,NA,21,"We have also decreased the number of pigs as my husband goes for labour work and I also need to look after children so we have decreased the number of pigs.  As we have decreased the number of pigs, our income from pigs has also decreased.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,130,NA,NA,NA,NA,NA,21,"We have also decreased the number of pigs as my husband goes for labour work and I also need to look after children so we have decreased the number of pigs.  As we have decreased the number of pigs, our income from pigs has also decreased.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,73,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,101,NA,NA,NA,NA,NA,27,son had gone to abroad but returned back because of health issue.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,101,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,29,I have introduced a new species of rice seed. Also now fertilizer is available locally.  We are harvesting new seed which has increased our production level. Increase in production results to increase in income as we sell stocked  produce in the market which we don�t consume. [For driver see answer to I1a: Important link to womens group for farming - trained us on introduction of new seeds: new seeds were used for paddy  harvesting and it has yielded good result],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,29,I have introduced a new species of rice seed...We are harvesting new seed which has increased our production level. Increase in production results to increase in income as we sell stocked  produce in the market which we don�t consume.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,77,NA,NA,NA,NA,NA,29,Also now fertilizer is available locally...Increase in production results to increase in income as we sell stocked  produce in the market which we don�t consume.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,78,NA,NA,NA,NA,NA,30,My sons are grown up and they are also helping us on farm. [See answer to C4],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,78,NA,NA,NA,NA,NA,30,We are using modern equipments for cultivation and  harvesting. [See answer to C4],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
